Subject id,Puzzle series no,Index,Correct answer,Given answer,Time,Gender,Age,Student rug,Student bachelor,Study program,Logic course,Logic course (additional),Difficulty instructions,Enjoy puzzle,Difficulty puzzle,Know puzzle?,Know puzzle? (additional),Strategy,Mood,Remarks,Level,Scenario
0702a86a-b28e-4696-8985-c62f54d8eaac,5,#152,"With bangs, orange",I don't know,71.82341361045837,Female,21,Yes,Yes,International Business,No,,6,5,7,No,,no strategy,6,,4,hair
0702a86a-b28e-4696-8985-c62f54d8eaac,5,#081,"Extra large, iced",I don't know,40.16665244102478,Female,21,Yes,Yes,International Business,No,,6,5,7,No,,no strategy,6,,2,drink
0702a86a-b28e-4696-8985-c62f54d8eaac,5,#090,"On the table, bunny",I don't know,56.01077055931091,Female,21,Yes,Yes,International Business,No,,6,5,7,No,,no strategy,6,,1,toy
0702a86a-b28e-4696-8985-c62f54d8eaac,5,,,72,27.04263043403625,Female,21,Yes,Yes,International Business,No,,6,5,7,No,,no strategy,6,,,
0702a86a-b28e-4696-8985-c62f54d8eaac,5,#111,"On the table, doll",I don't know,19.086848497390747,Female,21,Yes,Yes,International Business,No,,6,5,7,No,,no strategy,6,,4,toy
0702a86a-b28e-4696-8985-c62f54d8eaac,5,#063,"Extra small, cold",I don't know,32.01410508155823,Female,21,Yes,Yes,International Business,No,,6,5,7,No,,no strategy,6,,3,drink
0702a86a-b28e-4696-8985-c62f54d8eaac,5,#011,"May, 17",I don't know,32.703999757766724,Female,21,Yes,Yes,International Business,No,,6,5,7,No,,no strategy,6,,1,birthday
0702a86a-b28e-4696-8985-c62f54d8eaac,5,#162,"Curly, green",I don't know,3.012843370437622,Female,21,Yes,Yes,International Business,No,,6,5,7,No,,no strategy,6,,2,hair
078dfd8b-a088-4749-b4cd-2b0f0f9870f9,23,#151,"Curly, green","Pixie, blue",707.3117144107819,Female,20,Yes,Yes,Industrial engineerig and management,No,,10,6,8,No,,"write down the different possible combinations and depending on what the dialogue between both characters showed, make the decision.",6,It was interesting.,4,hair
078dfd8b-a088-4749-b4cd-2b0f0f9870f9,23,#022,"May, 15","May, 15",404.6681580543518,Female,20,Yes,Yes,Industrial engineerig and management,No,,10,6,8,No,,"write down the different possible combinations and depending on what the dialogue between both characters showed, make the decision.",6,It was interesting.,3,birthday
078dfd8b-a088-4749-b4cd-2b0f0f9870f9,23,#092,"On the windowsill, bunny","On the windowsill, bunny",183.1863193511963,Female,20,Yes,Yes,Industrial engineerig and management,No,,10,6,8,No,,"write down the different possible combinations and depending on what the dialogue between both characters showed, make the decision.",6,It was interesting.,1,toy
078dfd8b-a088-4749-b4cd-2b0f0f9870f9,23,#082,"Extra small, hot","Small, lukewarm",276.7082912921905,Female,20,Yes,Yes,Industrial engineerig and management,No,,10,6,8,No,,"write down the different possible combinations and depending on what the dialogue between both characters showed, make the decision.",6,It was interesting.,2,drink
078dfd8b-a088-4749-b4cd-2b0f0f9870f9,23,,,40,39.55928063392639,Female,20,Yes,Yes,Industrial engineerig and management,No,,10,6,8,No,,"write down the different possible combinations and depending on what the dialogue between both characters showed, make the decision.",6,It was interesting.,,
078dfd8b-a088-4749-b4cd-2b0f0f9870f9,23,#073,"Extra large, hot",Multiple solutions,150.76002669334412,Female,20,Yes,Yes,Industrial engineerig and management,No,,10,6,8,No,,"write down the different possible combinations and depending on what the dialogue between both characters showed, make the decision.",6,It was interesting.,4,drink
078dfd8b-a088-4749-b4cd-2b0f0f9870f9,23,#131,"Curly, pink","Curly, pink",77.10962414741516,Female,20,Yes,Yes,Industrial engineerig and management,No,,10,6,8,No,,"write down the different possible combinations and depending on what the dialogue between both characters showed, make the decision.",6,It was interesting.,1,hair
078dfd8b-a088-4749-b4cd-2b0f0f9870f9,23,#042,"May, 14",Multiple solutions,70.30380344390869,Female,20,Yes,Yes,Industrial engineerig and management,No,,10,6,8,No,,"write down the different possible combinations and depending on what the dialogue between both characters showed, make the decision.",6,It was interesting.,2,birthday
078dfd8b-a088-4749-b4cd-2b0f0f9870f9,23,#101,"On the windowsill, cat",Multiple solutions,47.30408310890198,Female,20,Yes,Yes,Industrial engineerig and management,No,,10,6,8,No,,"write down the different possible combinations and depending on what the dialogue between both characters showed, make the decision.",6,It was interesting.,3,toy
0a228ea2-90e7-4a10-b62d-465cbaa94c42,45,#080,"Extra large, hot","Small, hot",233.4337997436524,Female,19,Yes,Yes,biology,No,,7,7,7,No,,i tried to first see what each of themknew and then put it into relation to each other,4,,2,drink
0a228ea2-90e7-4a10-b62d-465cbaa94c42,45,#153,"With bangs, green",Multiple solutions,218.26370406150812,Female,19,Yes,Yes,biology,No,,7,7,7,No,,i tried to first see what each of themknew and then put it into relation to each other,4,,4,hair
0a228ea2-90e7-4a10-b62d-465cbaa94c42,45,#091,"On the table, cat",Multiple solutions,166.24976658821106,Female,19,Yes,Yes,biology,No,,7,7,7,No,,i tried to first see what each of themknew and then put it into relation to each other,4,,1,toy
0a228ea2-90e7-4a10-b62d-465cbaa94c42,45,#022,"May, 15",Multiple solutions,121.26332831382751,Female,19,Yes,Yes,biology,No,,7,7,7,No,,i tried to first see what each of themknew and then put it into relation to each other,4,,3,birthday
0a228ea2-90e7-4a10-b62d-465cbaa94c42,45,,,65,41.33608412742615,Female,19,Yes,Yes,biology,No,,7,7,7,No,,i tried to first see what each of themknew and then put it into relation to each other,4,,,
0a228ea2-90e7-4a10-b62d-465cbaa94c42,45,#031,"May, 14",Multiple solutions,92.5596044063568,Female,19,Yes,Yes,biology,No,,7,7,7,No,,i tried to first see what each of themknew and then put it into relation to each other,4,,4,birthday
0a228ea2-90e7-4a10-b62d-465cbaa94c42,45,#101,"On the windowsill, cat","On the table, doll",367.29351019859314,Female,19,Yes,Yes,biology,No,,7,7,7,No,,i tried to first see what each of themknew and then put it into relation to each other,4,,3,toy
0a228ea2-90e7-4a10-b62d-465cbaa94c42,45,#160,"With bangs, green","Spiky, green",165.47651505470276,Female,19,Yes,Yes,biology,No,,7,7,7,No,,i tried to first see what each of themknew and then put it into relation to each other,4,,2,hair
0a228ea2-90e7-4a10-b62d-465cbaa94c42,45,#053,"Extra large, cold",Multiple solutions,49.51101350784302,Female,19,Yes,Yes,biology,No,,7,7,7,No,,i tried to first see what each of themknew and then put it into relation to each other,4,,1,drink
139c15f2-dd11-486e-a01d-5274f320c7fc,24,#023,"May, 17","September, 14",169.5814139842987,Female,21,Yes,Yes,International Business,No,,8,9,7,No,,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,Thank you ,3,birthday
139c15f2-dd11-486e-a01d-5274f320c7fc,24,#153,"With bangs, green","Pixie, orange",166.70917296409607,Female,21,Yes,Yes,International Business,No,,8,9,7,No,,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,Thank you ,4,hair
139c15f2-dd11-486e-a01d-5274f320c7fc,24,#091,"On the table, cat","On the table, cat",116.75360155105592,Female,21,Yes,Yes,International Business,No,,8,9,7,No,,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,Thank you ,1,toy
139c15f2-dd11-486e-a01d-5274f320c7fc,24,#080,"Extra large, hot","Extra large, lukewarm",391.7273058891296,Female,21,Yes,Yes,International Business,No,,8,9,7,No,,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,Thank you ,2,drink
139c15f2-dd11-486e-a01d-5274f320c7fc,24,,,33,44.148638010025024,Female,21,Yes,Yes,International Business,No,,8,9,7,No,,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,Thank you ,,
139c15f2-dd11-486e-a01d-5274f320c7fc,24,#103,"On the table, cat",Multiple solutions,588.1643314361572,Female,21,Yes,Yes,International Business,No,,8,9,7,No,,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,Thank you ,3,toy
139c15f2-dd11-486e-a01d-5274f320c7fc,24,#072,"Extra large, iced","Large, hot",193.5831744670868,Female,21,Yes,Yes,International Business,No,,8,9,7,No,,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,Thank you ,4,drink
139c15f2-dd11-486e-a01d-5274f320c7fc,24,#011,"May, 17","May, 17",60.312132120132446,Female,21,Yes,Yes,International Business,No,,8,9,7,No,,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,Thank you ,1,birthday
139c15f2-dd11-486e-a01d-5274f320c7fc,24,#160,"With bangs, green","With bangs, blue",288.0560030937195,Female,21,Yes,Yes,International Business,No,,8,9,7,No,,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,Thank you ,2,hair
18b3380f-0660-4488-a529-b75f1adb1adb,46,#150,"Curly, orange",No solution,398.1787755489349,Male,18,Yes,Yes,BSc Biology,No,,9,10,9,No,,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,,4,hair
18b3380f-0660-4488-a529-b75f1adb1adb,46,#093,"On the windowsill, cat","On the windowsill, cat",268.75507736206055,Male,18,Yes,Yes,BSc Biology,No,,9,10,9,No,,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,,1,toy
18b3380f-0660-4488-a529-b75f1adb1adb,46,#080,"Extra large, hot","Small, hot",229.34572076797485,Male,18,Yes,Yes,BSc Biology,No,,9,10,9,No,,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,,2,drink
18b3380f-0660-4488-a529-b75f1adb1adb,46,#022,"May, 15","September, 18",247.6036765575409,Male,18,Yes,Yes,BSc Biology,No,,9,10,9,No,,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,,3,birthday
18b3380f-0660-4488-a529-b75f1adb1adb,46,,,69,50.22477173805237,Male,18,Yes,Yes,BSc Biology,No,,9,10,9,No,,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,,,
18b3380f-0660-4488-a529-b75f1adb1adb,46,#122,"On the table, doll","On the armchair, doll",465.3529646396637,Male,18,Yes,Yes,BSc Biology,No,,9,10,9,No,,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,,2,toy
18b3380f-0660-4488-a529-b75f1adb1adb,46,#131,"Curly, pink",No solution,96.8448932170868,Male,18,Yes,Yes,BSc Biology,No,,9,10,9,No,,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,,1,hair
18b3380f-0660-4488-a529-b75f1adb1adb,46,#031,"May, 14",No solution,204.16269254684448,Male,18,Yes,Yes,BSc Biology,No,,9,10,9,No,,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,,4,birthday
18b3380f-0660-4488-a529-b75f1adb1adb,46,#062,"Extra small, lukewarm",No solution,110.17572093009947,Male,18,Yes,Yes,BSc Biology,No,,9,10,9,No,,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,,3,drink
20983d7a-9286-4403-b97a-35469952e594,31,#151,"Curly, green","Spiky, orange",288.20334649086,Female,22,Yes,Yes,International Business,No,,2,3,10,No,,I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.,4,,4,hair
20983d7a-9286-4403-b97a-35469952e594,31,#092,"On the windowsill, bunny","On the windowsill, bunny",238.70541095733645,Female,22,Yes,Yes,International Business,No,,2,3,10,No,,I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.,4,,1,toy
20983d7a-9286-4403-b97a-35469952e594,31,#082,"Extra small, hot","Regular, iced",462.91278409957886,Female,22,Yes,Yes,International Business,No,,2,3,10,No,,I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.,4,,2,drink
20983d7a-9286-4403-b97a-35469952e594,31,#023,"May, 17","July, 18",291.1329758167267,Female,22,Yes,Yes,International Business,No,,2,3,10,No,,I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.,4,,3,birthday
20983d7a-9286-4403-b97a-35469952e594,31,,,75,85.91875076293945,Female,22,Yes,Yes,International Business,No,,2,3,10,No,,I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.,4,,,
20983d7a-9286-4403-b97a-35469952e594,31,#063,"Extra small, cold","Extra large, hot",430.8457748889923,Female,22,Yes,Yes,International Business,No,,2,3,10,No,,I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.,4,,3,drink
20983d7a-9286-4403-b97a-35469952e594,31,#032,"September, 18",No solution,173.37314414978027,Female,22,Yes,Yes,International Business,No,,2,3,10,No,,I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.,4,,4,birthday
20983d7a-9286-4403-b97a-35469952e594,31,#130,"Curly, blue","Curly, blue",239.34375929832456,Female,22,Yes,Yes,International Business,No,,2,3,10,No,,I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.,4,,1,hair
20983d7a-9286-4403-b97a-35469952e594,31,#122,"On the table, doll","On the table, doll",125.92527174949646,Female,22,Yes,Yes,International Business,No,,2,3,10,No,,I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.,4,,2,toy
21463ffd-bdd7-4209-947a-7718f87bd099,49,#021,"September, 17","May, 14",195.96023225784305,Female,19,Yes,Yes,BSc Biology,No,,5,4,7,No,,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,,3,birthday
21463ffd-bdd7-4209-947a-7718f87bd099,49,#093,"On the windowsill, cat","On the windowsill, cat",167.81525564193726,Female,19,Yes,Yes,BSc Biology,No,,5,4,7,No,,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,,1,toy
21463ffd-bdd7-4209-947a-7718f87bd099,49,#151,"Curly, green","Spiky, pink",287.3583812713623,Female,19,Yes,Yes,BSc Biology,No,,5,4,7,No,,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,,4,hair
21463ffd-bdd7-4209-947a-7718f87bd099,49,#083,"Extra small, iced","Extra small, cold",239.4052379131317,Female,19,Yes,Yes,BSc Biology,No,,5,4,7,No,,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,,2,drink
21463ffd-bdd7-4209-947a-7718f87bd099,49,,,25,42.52942228317261,Female,19,Yes,Yes,BSc Biology,No,,5,4,7,No,,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,,,
21463ffd-bdd7-4209-947a-7718f87bd099,49,#121,"On the windowsill, train","On the windowsill, train",143.1221809387207,Female,19,Yes,Yes,BSc Biology,No,,5,4,7,No,,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,,2,toy
21463ffd-bdd7-4209-947a-7718f87bd099,49,#010,"May, 15","May, 15",111.18788981437685,Female,19,Yes,Yes,BSc Biology,No,,5,4,7,No,,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,,1,birthday
21463ffd-bdd7-4209-947a-7718f87bd099,49,#070,"Extra small, iced",Multiple solutions,118.42238688468932,Female,19,Yes,Yes,BSc Biology,No,,5,4,7,No,,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,,4,drink
21463ffd-bdd7-4209-947a-7718f87bd099,49,#141,"With bangs, pink",Multiple solutions,203.0360536575317,Female,19,Yes,Yes,BSc Biology,No,,5,4,7,No,,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,,3,hair
21aa0cfc-b776-4895-a3fb-8d30221c7d14,26,#023,"May, 17","May, 16",424.5344698429108,Female,19,Yes,Yes,Applied Mathematics,No,,9,7,9,Yes,,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,,3,birthday
21aa0cfc-b776-4895-a3fb-8d30221c7d14,26,#153,"With bangs, green",Multiple solutions,149.04035449028015,Female,19,Yes,Yes,Applied Mathematics,No,,9,7,9,Yes,,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,,4,hair
21aa0cfc-b776-4895-a3fb-8d30221c7d14,26,#092,"On the windowsill, bunny","On the windowsill, bunny",119.56579542160034,Female,19,Yes,Yes,Applied Mathematics,No,,9,7,9,Yes,,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,,1,toy
21aa0cfc-b776-4895-a3fb-8d30221c7d14,26,#081,"Extra large, iced","Extra large, iced",194.79640674591064,Female,19,Yes,Yes,Applied Mathematics,No,,9,7,9,Yes,,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,,2,drink
21aa0cfc-b776-4895-a3fb-8d30221c7d14,26,,,44,52.62335252761841,Female,19,Yes,Yes,Applied Mathematics,No,,9,7,9,Yes,,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,,,
21aa0cfc-b776-4895-a3fb-8d30221c7d14,26,#162,"Curly, green","Curly, green",185.19485569000244,Female,19,Yes,Yes,Applied Mathematics,No,,9,7,9,Yes,,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,,2,hair
21aa0cfc-b776-4895-a3fb-8d30221c7d14,26,#073,"Extra large, hot","Large, cold",323.78100514411926,Female,19,Yes,Yes,Applied Mathematics,No,,9,7,9,Yes,,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,,4,drink
21aa0cfc-b776-4895-a3fb-8d30221c7d14,26,#011,"May, 17","May, 17",74.3588194847107,Female,19,Yes,Yes,Applied Mathematics,No,,9,7,9,Yes,,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,,1,birthday
21aa0cfc-b776-4895-a3fb-8d30221c7d14,26,#100,"On the windowsill, bunny","On the windowsill, bunny",327.8446936607361,Female,19,Yes,Yes,Applied Mathematics,No,,9,7,9,Yes,,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,,3,toy
38d9133a-6cd8-4748-a00a-20acc4afc74f,6,#023,"May, 17","May, 17",566.1102216243744,Female,19,Yes,Yes,International Business,Other,perhaps with international business enviroment which included the prisioners dilemma,4,5,7,No,,Identify the options and then look at what is possible,6,,3,birthday
38d9133a-6cd8-4748-a00a-20acc4afc74f,6,#091,"On the table, cat","On the table, cat",147.79008150100708,Female,19,Yes,Yes,International Business,Other,perhaps with international business enviroment which included the prisioners dilemma,4,5,7,No,,Identify the options and then look at what is possible,6,,1,toy
38d9133a-6cd8-4748-a00a-20acc4afc74f,6,#151,"Curly, green","Curly, green",587.8510475158691,Female,19,Yes,Yes,International Business,Other,perhaps with international business enviroment which included the prisioners dilemma,4,5,7,No,,Identify the options and then look at what is possible,6,,4,hair
38d9133a-6cd8-4748-a00a-20acc4afc74f,6,#081,"Extra large, iced","Extra large, iced",158.7423813343048,Female,19,Yes,Yes,International Business,Other,perhaps with international business enviroment which included the prisioners dilemma,4,5,7,No,,Identify the options and then look at what is possible,6,,2,drink
38d9133a-6cd8-4748-a00a-20acc4afc74f,6,,,100,29.526556730270386,Female,19,Yes,Yes,International Business,Other,perhaps with international business enviroment which included the prisioners dilemma,4,5,7,No,,Identify the options and then look at what is possible,6,,,
38d9133a-6cd8-4748-a00a-20acc4afc74f,6,#071,"Extra small, hot","Regular, lukewarm",315.98055028915405,Female,19,Yes,Yes,International Business,Other,perhaps with international business enviroment which included the prisioners dilemma,4,5,7,No,,Identify the options and then look at what is possible,6,,4,drink
38d9133a-6cd8-4748-a00a-20acc4afc74f,6,#010,"May, 15","May, 15",41.15968418121338,Female,19,Yes,Yes,International Business,Other,perhaps with international business enviroment which included the prisioners dilemma,4,5,7,No,,Identify the options and then look at what is possible,6,,1,birthday
38d9133a-6cd8-4748-a00a-20acc4afc74f,6,#120,"On the windowsill, doll","On the windowsill, doll",55.74441742897034,Female,19,Yes,Yes,International Business,Other,perhaps with international business enviroment which included the prisioners dilemma,4,5,7,No,,Identify the options and then look at what is possible,6,,2,toy
38d9133a-6cd8-4748-a00a-20acc4afc74f,6,#143,"Curly, pink","Curly, pink",106.91010546684264,Female,19,Yes,Yes,International Business,Other,perhaps with international business enviroment which included the prisioners dilemma,4,5,7,No,,Identify the options and then look at what is possible,6,,3,hair
3ac3839b-9b69-4cb0-b13c-f777d6811988,9,#023,"May, 17","May, 17",572.4228446483612,Female,21,Yes,Yes,Astronomy,No,,10,10,6,Yes,,I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.,8,,3,birthday
3ac3839b-9b69-4cb0-b13c-f777d6811988,9,#091,"On the table, cat","On the table, cat",414.33639669418335,Female,21,Yes,Yes,Astronomy,No,,10,10,6,Yes,,I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.,8,,1,toy
3ac3839b-9b69-4cb0-b13c-f777d6811988,9,#151,"Curly, green","Curly, pink",737.0196561813354,Female,21,Yes,Yes,Astronomy,No,,10,10,6,Yes,,I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.,8,,4,hair
3ac3839b-9b69-4cb0-b13c-f777d6811988,9,#081,"Extra large, iced","Extra large, iced",211.54885149002075,Female,21,Yes,Yes,Astronomy,No,,10,10,6,Yes,,I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.,8,,2,drink
3ac3839b-9b69-4cb0-b13c-f777d6811988,9,,,15,149.9117772579193,Female,21,Yes,Yes,Astronomy,No,,10,10,6,Yes,,I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.,8,,,
3ac3839b-9b69-4cb0-b13c-f777d6811988,9,#143,"Curly, pink","Curly, pink",210.70151138305664,Female,21,Yes,Yes,Astronomy,No,,10,10,6,Yes,,I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.,8,,3,hair
3ac3839b-9b69-4cb0-b13c-f777d6811988,9,#070,"Extra small, iced","Extra small, lukewarm",267.41869854927063,Female,21,Yes,Yes,Astronomy,No,,10,10,6,Yes,,I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.,8,,4,drink
3ac3839b-9b69-4cb0-b13c-f777d6811988,9,#013,"September, 17","September, 17",74.9265923500061,Female,21,Yes,Yes,Astronomy,No,,10,10,6,Yes,,I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.,8,,1,birthday
3ac3839b-9b69-4cb0-b13c-f777d6811988,9,#120,"On the windowsill, doll",,,Female,21,Yes,Yes,Astronomy,No,,10,10,6,Yes,,I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.,8,,2,toy
3e7c54c8-ee87-40b8-a094-7b6dd953f38a,39,#151,"Curly, green",I don't know,233.5145034790039,Female,19,Yes,Yes,Biomedical Engineering,No,,9,8,8,No,,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,,4,hair
3e7c54c8-ee87-40b8-a094-7b6dd953f38a,39,#022,"May, 15",No solution,138.0100314617157,Female,19,Yes,Yes,Biomedical Engineering,No,,9,8,8,No,,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,,3,birthday
