"Subject.id","Puzzle.series.no","Index","Correct.answer","Given.answer","Time","Gender","Age","Student.rug","Student.bachelor","Study.program","Logic.course","Logic.course..additional.","Difficulty.instructions","Enjoy.puzzle","Difficulty.puzzle","Know.puzzle.","Know.puzzle...additional.","Strategy","Mood","Remarks","Level","Scenario","Translated.answer","logTime","Block","Trial","Is.correct"
"0a228ea2-90e7-4a10-b62d-465cbaa94c42",45,"#091","On the table, cat","Multiple solutions",166.249766588211,"Female",19,"Yes","Yes","biology","No",NA,7,7,7,"No",NA,"i tried to first see what each of themknew and then put it into relation to each other",4,NA,"1","toy","Multiple solutions",5.11349127555429,1,3,0
"0a228ea2-90e7-4a10-b62d-465cbaa94c42",45,"#022","May, 15","Multiple solutions",121.263328313828,"Female",19,"Yes","Yes","biology","No",NA,7,7,7,"No",NA,"i tried to first see what each of themknew and then put it into relation to each other",4,NA,"3","birthday","Multiple solutions",4.79796444801412,1,4,0
"0a228ea2-90e7-4a10-b62d-465cbaa94c42",45,"#031","May, 14","Multiple solutions",92.5596044063568,"Female",19,"Yes","Yes","biology","No",NA,7,7,7,"No",NA,"i tried to first see what each of themknew and then put it into relation to each other",4,NA,"4","birthday","Multiple solutions",4.52785280896052,2,5,0
"0a228ea2-90e7-4a10-b62d-465cbaa94c42",45,"#101","On the windowsill, cat","On the table, doll",367.293510198593,"Female",19,"Yes","Yes","biology","No",NA,7,7,7,"No",NA,"i tried to first see what each of themknew and then put it into relation to each other",4,NA,"3","toy","May, 18",5.90616128373022,2,6,0
"0a228ea2-90e7-4a10-b62d-465cbaa94c42",45,"#160","With bangs, green","Spiky, green",165.476515054703,"Female",19,"Yes","Yes","biology","No",NA,7,7,7,"No",NA,"i tried to first see what each of themknew and then put it into relation to each other",4,NA,"2","hair","June, 14",5.1088292817552,2,7,0
"0a228ea2-90e7-4a10-b62d-465cbaa94c42",45,"#053","Extra large, cold","Multiple solutions",49.511013507843,"Female",19,"Yes","Yes","biology","No",NA,7,7,7,"No",NA,"i tried to first see what each of themknew and then put it into relation to each other",4,NA,"1","drink","Multiple solutions",3.90219513993422,2,8,0
"139c15f2-dd11-486e-a01d-5274f320c7fc",24,"#023","May, 17","September, 14",169.581413984299,"Female",21,"Yes","Yes","International Business","No",NA,8,9,7,"No",NA,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,"Thank you ","3","birthday","May, 18",5.13333312999594,1,1,0
"139c15f2-dd11-486e-a01d-5274f320c7fc",24,"#153","With bangs, green","Pixie, orange",166.709172964096,"Female",21,"Yes","Yes","International Business","No",NA,8,9,7,"No",NA,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,"Thank you ","4","hair","June, 14",5.11625081502205,1,2,0
"139c15f2-dd11-486e-a01d-5274f320c7fc",24,"#091","On the table, cat","On the table, cat",116.753601551056,"Female",21,"Yes","Yes","International Business","No",NA,8,9,7,"No",NA,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,"Thank you ","1","toy","May, 15",4.76006574447625,1,3,1
"139c15f2-dd11-486e-a01d-5274f320c7fc",24,"#080","Extra large, hot","Extra large, lukewarm",391.72730588913,"Female",21,"Yes","Yes","International Business","No",NA,8,9,7,"No",NA,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,"Thank you ","2","drink","September, 15",5.97056594947294,1,4,0
"139c15f2-dd11-486e-a01d-5274f320c7fc",24,"#103","On the table, cat","Multiple solutions",588.164331436157,"Female",21,"Yes","Yes","International Business","No",NA,8,9,7,"No",NA,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,"Thank you ","3","toy","Multiple solutions",6.37700638408426,2,5,0
"139c15f2-dd11-486e-a01d-5274f320c7fc",24,"#072","Extra large, iced","Large, hot",193.583174467087,"Female",21,"Yes","Yes","International Business","No",NA,8,9,7,"No",NA,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,"Thank you ","4","drink","June, 14",5.26570726232131,2,6,0
"139c15f2-dd11-486e-a01d-5274f320c7fc",24,"#011","May, 17","May, 17",60.3121321201324,"Female",21,"Yes","Yes","International Business","No",NA,8,9,7,"No",NA,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,"Thank you ","1","birthday","May, 15",4.09953327951803,2,7,1
"139c15f2-dd11-486e-a01d-5274f320c7fc",24,"#160","With bangs, green","With bangs, blue",288.056003093719,"Female",21,"Yes","Yes","International Business","No",NA,8,9,7,"No",NA,"I tried eliminating options based on the dialogue of the two friends. The most difficult parts were at the puzzles where the phrases were : Ï know that you know that I don't know"". I got lost in the meaning behind them ",8,"Thank you ","2","hair","September, 15",5.66315491641851,2,8,0
"18b3380f-0660-4488-a529-b75f1adb1adb",46,"#150","Curly, orange","No solution",398.178775548935,"Male",18,"Yes","Yes","BSc Biology","No",NA,9,10,9,"No",NA,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,NA,"4","hair","No solution",5.98690108922747,1,1,0
"18b3380f-0660-4488-a529-b75f1adb1adb",46,"#093","On the windowsill, cat","On the windowsill, cat",268.755077362061,"Male",18,"Yes","Yes","BSc Biology","No",NA,9,10,9,"No",NA,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,NA,"1","toy","May, 15",5.5938004717734,1,2,1
"18b3380f-0660-4488-a529-b75f1adb1adb",46,"#080","Extra large, hot","Small, hot",229.345720767975,"Male",18,"Yes","Yes","BSc Biology","No",NA,9,10,9,"No",NA,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,NA,"2","drink","June, 14",5.43523056278311,1,3,0
"18b3380f-0660-4488-a529-b75f1adb1adb",46,"#022","May, 15","September, 18",247.603676557541,"Male",18,"Yes","Yes","BSc Biology","No",NA,9,10,9,"No",NA,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,NA,"3","birthday","May, 18",5.51182938947864,1,4,0
"18b3380f-0660-4488-a529-b75f1adb1adb",46,"#122","On the table, doll","On the armchair, doll",465.352964639664,"Male",18,"Yes","Yes","BSc Biology","No",NA,9,10,9,"No",NA,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,NA,"2","toy","June, 14",6.14279618138539,2,5,0
"18b3380f-0660-4488-a529-b75f1adb1adb",46,"#131","Curly, pink","No solution",96.8448932170868,"Male",18,"Yes","Yes","BSc Biology","No",NA,9,10,9,"No",NA,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,NA,"1","hair","No solution",4.57311065967691,2,6,0
"18b3380f-0660-4488-a529-b75f1adb1adb",46,"#031","May, 14","No solution",204.162692546844,"Male",18,"Yes","Yes","BSc Biology","No",NA,9,10,9,"No",NA,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,NA,"4","birthday","No solution",5.31891718848465,2,7,0
"18b3380f-0660-4488-a529-b75f1adb1adb",46,"#062","Extra small, lukewarm","No solution",110.175720930099,"Male",18,"Yes","Yes","BSc Biology","No",NA,9,10,9,"No",NA,"Mainly, i found it helpful to immediately write down what I though was the most important pieces of information from the text so that i did not need to keep looking back at the text to search for them again.",9,NA,"3","drink","No solution",4.70207655420652,2,8,0
"20983d7a-9286-4403-b97a-35469952e594",31,"#151","Curly, green","Spiky, orange",288.20334649086,"Female",22,"Yes","Yes","International Business","No",NA,2,3,10,"No",NA,"I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.",4,NA,"4","hair","June, 14",5.66366629519426,1,1,0
"20983d7a-9286-4403-b97a-35469952e594",31,"#092","On the windowsill, bunny","On the windowsill, bunny",238.705410957336,"Female",22,"Yes","Yes","International Business","No",NA,2,3,10,"No",NA,"I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.",4,NA,"1","toy","May, 15",5.47523020153083,1,2,1
"20983d7a-9286-4403-b97a-35469952e594",31,"#082","Extra small, hot","Regular, iced",462.912784099579,"Female",22,"Yes","Yes","International Business","No",NA,2,3,10,"No",NA,"I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.",4,NA,"2","drink","July, 18",6.13753866506693,1,3,0
"20983d7a-9286-4403-b97a-35469952e594",31,"#023","May, 17","July, 18",291.132975816727,"Female",22,"Yes","Yes","International Business","No",NA,2,3,10,"No",NA,"I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.",4,NA,"3","birthday","July, 14",5.67378012436586,1,4,0
"20983d7a-9286-4403-b97a-35469952e594",31,"#063","Extra small, cold","Extra large, hot",430.845774888992,"Female",22,"Yes","Yes","International Business","No",NA,2,3,10,"No",NA,"I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.",4,NA,"3","drink","May, 18",6.06575019518299,2,5,0
"20983d7a-9286-4403-b97a-35469952e594",31,"#032","September, 18","No solution",173.37314414978,"Female",22,"Yes","Yes","International Business","No",NA,2,3,10,"No",NA,"I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.",4,NA,"4","birthday","No solution",5.15544617432265,2,6,0
"20983d7a-9286-4403-b97a-35469952e594",31,"#130","Curly, blue","Curly, blue",239.343759298325,"Female",22,"Yes","Yes","International Business","No",NA,2,3,10,"No",NA,"I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.",4,NA,"1","hair","May, 15",5.47790084195911,2,7,1
"20983d7a-9286-4403-b97a-35469952e594",31,"#122","On the table, doll","On the table, doll",125.925271749496,"Female",22,"Yes","Yes","International Business","No",NA,2,3,10,"No",NA,"I tried finding a pattern but for every new puzzle I did not find a way to solve it. I was trying to find a factor tat was standing alone and tat would be te only option ten. it did not work for me.",4,NA,"2","toy","September, 14",4.83568864965596,2,8,1
"21463ffd-bdd7-4209-947a-7718f87bd099",49,"#021","September, 17","May, 14",195.960232257843,"Female",19,"Yes","Yes","BSc Biology","No",NA,5,4,7,"No",NA,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,NA,"3","birthday","May, 18",5.27791174200055,1,1,0
"21463ffd-bdd7-4209-947a-7718f87bd099",49,"#093","On the windowsill, cat","On the windowsill, cat",167.815255641937,"Female",19,"Yes","Yes","BSc Biology","No",NA,5,4,7,"No",NA,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,NA,"1","toy","May, 15",5.1228637055259,1,2,1
"21463ffd-bdd7-4209-947a-7718f87bd099",49,"#151","Curly, green","Spiky, pink",287.358381271362,"Female",19,"Yes","Yes","BSc Biology","No",NA,5,4,7,"No",NA,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,NA,"4","hair","June, 15",5.66073015199441,1,3,0
"21463ffd-bdd7-4209-947a-7718f87bd099",49,"#083","Extra small, iced","Extra small, cold",239.405237913132,"Female",19,"Yes","Yes","BSc Biology","No",NA,5,4,7,"No",NA,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,NA,"2","drink","September, 15",5.47815767222091,1,4,0
"21463ffd-bdd7-4209-947a-7718f87bd099",49,"#121","On the windowsill, train","On the windowsill, train",143.122180938721,"Female",19,"Yes","Yes","BSc Biology","No",NA,5,4,7,"No",NA,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,NA,"2","toy","September, 14",4.9636986776165,2,5,1
"21463ffd-bdd7-4209-947a-7718f87bd099",49,"#010","May, 15","May, 15",111.187889814377,"Female",19,"Yes","Yes","BSc Biology","No",NA,5,4,7,"No",NA,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,NA,"1","birthday","May, 15",4.71122147133898,2,6,1
"21463ffd-bdd7-4209-947a-7718f87bd099",49,"#070","Extra small, iced","Multiple solutions",118.422386884689,"Female",19,"Yes","Yes","BSc Biology","No",NA,5,4,7,"No",NA,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,NA,"4","drink","Multiple solutions",4.77425778299482,2,7,0
"21463ffd-bdd7-4209-947a-7718f87bd099",49,"#141","With bangs, pink","Multiple solutions",203.036053657532,"Female",19,"Yes","Yes","BSc Biology","No",NA,5,4,7,"No",NA,"I tried to see which combinations matched like you can get to know the answer by just colou or location, if not then it is something else",2,NA,"3","hair","Multiple solutions",5.31338356749632,2,8,0
"21aa0cfc-b776-4895-a3fb-8d30221c7d14",26,"#023","May, 17","May, 16",424.534469842911,"Female",19,"Yes","Yes","Applied Mathematics","No",NA,9,7,9,"Yes",NA,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,NA,"3","birthday","September, 16",6.05099320349815,1,1,0
"21aa0cfc-b776-4895-a3fb-8d30221c7d14",26,"#153","With bangs, green","Multiple solutions",149.04035449028,"Female",19,"Yes","Yes","Applied Mathematics","No",NA,9,7,9,"Yes",NA,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,NA,"4","hair","Multiple solutions",5.00421710478138,1,2,0
"21aa0cfc-b776-4895-a3fb-8d30221c7d14",26,"#092","On the windowsill, bunny","On the windowsill, bunny",119.5657954216,"Female",19,"Yes","Yes","Applied Mathematics","No",NA,9,7,9,"Yes",NA,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,NA,"1","toy","May, 15",4.78386680915498,1,3,1
"21aa0cfc-b776-4895-a3fb-8d30221c7d14",26,"#081","Extra large, iced","Extra large, iced",194.796406745911,"Female",19,"Yes","Yes","Applied Mathematics","No",NA,9,7,9,"Yes",NA,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,NA,"2","drink","September, 14",5.27195494517543,1,4,1
"21aa0cfc-b776-4895-a3fb-8d30221c7d14",26,"#162","Curly, green","Curly, green",185.194855690002,"Female",19,"Yes","Yes","Applied Mathematics","No",NA,9,7,9,"Yes",NA,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,NA,"2","hair","September, 14",5.22140854477447,2,5,1
"21aa0cfc-b776-4895-a3fb-8d30221c7d14",26,"#073","Extra large, hot","Large, cold",323.781005144119,"Female",19,"Yes","Yes","Applied Mathematics","No",NA,9,7,9,"Yes",NA,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,NA,"4","drink","June, 15",5.78006737721313,2,6,0
"21aa0cfc-b776-4895-a3fb-8d30221c7d14",26,"#011","May, 17","May, 17",74.3588194847107,"Female",19,"Yes","Yes","Applied Mathematics","No",NA,9,7,9,"Yes",NA,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,NA,"1","birthday","May, 15",4.30890228705093,2,7,1
"21aa0cfc-b776-4895-a3fb-8d30221c7d14",26,"#100","On the windowsill, bunny","On the windowsill, bunny",327.844693660736,"Female",19,"Yes","Yes","Applied Mathematics","No",NA,9,7,9,"Yes",NA,"Eliminated the options that weren't possible and went from there. Other than that, not much of a strategy; just tried to reason my answers.",5,NA,"3","toy","September, 15",5.79254000131324,2,8,1
"38d9133a-6cd8-4748-a00a-20acc4afc74f",6,"#023","May, 17","May, 17",566.110221624374,"Female",19,"Yes","Yes","International Business","Other","perhaps with international business enviroment which included the prisioners dilemma",4,5,7,"No",NA,"Identify the options and then look at what is possible",6,NA,"3","birthday","September, 15",6.33878879709648,1,1,1
"38d9133a-6cd8-4748-a00a-20acc4afc74f",6,"#091","On the table, cat","On the table, cat",147.790081501007,"Female",19,"Yes","Yes","International Business","Other","perhaps with international business enviroment which included the prisioners dilemma",4,5,7,"No",NA,"Identify the options and then look at what is possible",6,NA,"1","toy","May, 15",4.99579289869129,1,2,1
"38d9133a-6cd8-4748-a00a-20acc4afc74f",6,"#151","Curly, green","Curly, green",587.851047515869,"Female",19,"Yes","Yes","International Business","Other","perhaps with international business enviroment which included the prisioners dilemma",4,5,7,"No",NA,"Identify the options and then look at what is possible",6,NA,"4","hair","May, 18",6.37647359525631,1,3,1
"38d9133a-6cd8-4748-a00a-20acc4afc74f",6,"#081","Extra large, iced","Extra large, iced",158.742381334305,"Female",19,"Yes","Yes","International Business","Other","perhaps with international business enviroment which included the prisioners dilemma",4,5,7,"No",NA,"Identify the options and then look at what is possible",6,NA,"2","drink","September, 14",5.06728264502624,1,4,1
"38d9133a-6cd8-4748-a00a-20acc4afc74f",6,"#071","Extra small, hot","Regular, lukewarm",315.980550289154,"Female",19,"Yes","Yes","International Business","Other","perhaps with international business enviroment which included the prisioners dilemma",4,5,7,"No",NA,"Identify the options and then look at what is possible",6,NA,"4","drink","July, 17",5.75568066197478,2,5,0
"38d9133a-6cd8-4748-a00a-20acc4afc74f",6,"#010","May, 15","May, 15",41.1596841812134,"Female",19,"Yes","Yes","International Business","Other","perhaps with international business enviroment which included the prisioners dilemma",4,5,7,"No",NA,"Identify the options and then look at what is possible",6,NA,"1","birthday","May, 15",3.71745923798241,2,6,1
"38d9133a-6cd8-4748-a00a-20acc4afc74f",6,"#120","On the windowsill, doll","On the windowsill, doll",55.7444174289703,"Female",19,"Yes","Yes","International Business","Other","perhaps with international business enviroment which included the prisioners dilemma",4,5,7,"No",NA,"Identify the options and then look at what is possible",6,NA,"2","toy","September, 14",4.02077726952308,2,7,1
"38d9133a-6cd8-4748-a00a-20acc4afc74f",6,"#143","Curly, pink","Curly, pink",106.910105466843,"Female",19,"Yes","Yes","International Business","Other","perhaps with international business enviroment which included the prisioners dilemma",4,5,7,"No",NA,"Identify the options and then look at what is possible",6,NA,"3","hair","September, 15",4.67198834552612,2,8,1
"3ac3839b-9b69-4cb0-b13c-f777d6811988",9,"#023","May, 17","May, 17",572.422844648361,"Female",21,"Yes","Yes","Astronomy","No",NA,10,10,6,"Yes",NA,"I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.",8,NA,"3","birthday","September, 15",6.34987795717305,1,1,1
"3ac3839b-9b69-4cb0-b13c-f777d6811988",9,"#091","On the table, cat","On the table, cat",414.336396694183,"Female",21,"Yes","Yes","Astronomy","No",NA,10,10,6,"Yes",NA,"I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.",8,NA,"1","toy","May, 15",6.02667819628474,1,2,1
